LONG_SCHOOL_YEAR,SCHOOL_DSTRCT_NM,INSTN_NAME,LABEL_LVL_3_DESC,LABEL_LVL_2_DESC,FTE,INEXPERIENCED_FTE,INEXPERIENCED_FTE_PCT,Full School_ID,FISCAL_YEAR,SYSTEM_ID,SYSTEM_NAME,SCHOOL_ID,SCHOOL_NAME,County,FAC_SCHTYPE,GRADE_RANGE,SCHOOL_ADDRESS,SCHOOL_CITY,STATE,SCHOOL_ZIP,MAIL_ADDRESS,MAIL_CITY,MAIL_ZIP,PRINCIPAL_FNAME,PRINCIPAL_LNAME,PRINCIPAL_MNAME,EMAIL_ADDRESS,SCHOOL_PHONE,SCHOOL_FAX,MATCH_TYPE
2017-18,State Charter Schools- Provost Academy Georgia,PROVOST ACADEMY GEORGIA,Teachers,Total,79.0,78.0,99,7270296,2019,727,Stephens County,296,STEPHENS COUNTY FIFTH GRADE ACADEMY,Stephens,E,05-05,1315 Rose Ln,Toccoa,GA,30577-8766,1315 Rose Ln,Toccoa,30577-8766,Sheila,Pressley,,,706.886.2880,,FUZZY
2017-18,State of Georgia,ALL GEORGIA SCHOOLS,Leaders,High Poverty,1373.5,548.5,40,6600307,2019,660,Fulton County,307,GEORGIA BAPTIST CHILDREN'S HOME AND FAMILY MINISTRIES,Fulton,M,KK-12,9250 Hutcheson Ferry Rd ,Palmetto,GA,30268-2303,9250 Hutcheson Ferry Rd ,Palmetto,30268-2303,Latasha,Holman,,lholman@gbchfm.org,770.463.3344,,FUZZY
2017-18,State of Georgia,ALL GEORGIA SCHOOLS,Leaders,Low Poverty,1752.9,546.2,31,6600307,2019,660,Fulton County,307,GEORGIA BAPTIST CHILDREN'S HOME AND FAMILY MINISTRIES,Fulton,M,KK-12,9250 Hutcheson Ferry Rd ,Palmetto,GA,30268-2303,9250 Hutcheson Ferry Rd ,Palmetto,30268-2303,Latasha,Holman,,lholman@gbchfm.org,770.463.3344,,FUZZY
2017-18,State of Georgia,ALL GEORGIA SCHOOLS,Leaders,Total,6256.7,2285.2,37,6600307,2019,660,Fulton County,307,GEORGIA BAPTIST CHILDREN'S HOME AND FAMILY MINISTRIES,Fulton,M,KK-12,9250 Hutcheson Ferry Rd ,Palmetto,GA,30268-2303,9250 Hutcheson Ferry Rd ,Palmetto,30268-2303,Latasha,Holman,,lholman@gbchfm.org,770.463.3344,,FUZZY
2017-18,State of Georgia,ALL GEORGIA SCHOOLS,Teachers,High Poverty,25310.4,8998.7,36,6600307,2019,660,Fulton County,307,GEORGIA BAPTIST CHILDREN'S HOME AND FAMILY MINISTRIES,Fulton,M,KK-12,9250 Hutcheson Ferry Rd ,Palmetto,GA,30268-2303,9250 Hutcheson Ferry Rd ,Palmetto,30268-2303,Latasha,Holman,,lholman@gbchfm.org,770.463.3344,,FUZZY
2017-18,State of Georgia,ALL GEORGIA SCHOOLS,Teachers,Low Poverty,36087.8,8445.8,23,6600307,2019,660,Fulton County,307,GEORGIA BAPTIST CHILDREN'S HOME AND FAMILY MINISTRIES,Fulton,M,KK-12,9250 Hutcheson Ferry Rd ,Palmetto,GA,30268-2303,9250 Hutcheson Ferry Rd ,Palmetto,30268-2303,Latasha,Holman,,lholman@gbchfm.org,770.463.3344,,FUZZY
2017-18,State of Georgia,ALL GEORGIA SCHOOLS,Teachers,Total,118009.1,33781.4,29,6600307,2019,660,Fulton County,307,GEORGIA BAPTIST CHILDREN'S HOME AND FAMILY MINISTRIES,Fulton,M,KK-12,9250 Hutcheson Ferry Rd ,Palmetto,GA,30268-2303,9250 Hutcheson Ferry Rd ,Palmetto,30268-2303,Latasha,Holman,,lholman@gbchfm.org,770.463.3344,,FUZZY
2017-18,Tattnall County,COLLINS MIDDLE SCHOOL,Leaders,Not Applicable,0.7,0.0,0,7070196,2019,707,Newton County,196,COUSINS MIDDLE SCHOOL,Newton,M,06-08,8187 Carlton Trl NW,Covington,GA,30014-1281,8187 Carlton Trl NW,Covington,30014-1281,Terrence,Martin,,martin.terrence@newton.k12.ga.us,770.786.7311,770.784.2991,FUZZY
2017-18,Tattnall County,COLLINS MIDDLE SCHOOL,Teachers,Total,10.1,6.5,64,7070196,2019,707,Newton County,196,COUSINS MIDDLE SCHOOL,Newton,M,06-08,8187 Carlton Trl NW,Covington,GA,30014-1281,8187 Carlton Trl NW,Covington,30014-1281,Terrence,Martin,,martin.terrence@newton.k12.ga.us,770.786.7311,770.784.2991,FUZZY
2017-18,Tattnall County,GLENNVILLE MIDDLE SCHOOL,Leaders,Not Applicable,2.0,0.0,0,6990401,2019,699,Meriwether County,401,GREENVILLE MIDDLE SCHOOL,Meriwether,M,06-08,17656 Roosevelt Hwy,Greenville,GA,30222-3380,17656 Roosevelt Hwy,Greenville,30222-3380,Thaddeus,Jackson,,,706.672.4930,,FUZZY
2017-18,Tattnall County,GLENNVILLE MIDDLE SCHOOL,Teachers,Total,26.3,13.3,51,6990401,2019,699,Meriwether County,401,GREENVILLE MIDDLE SCHOOL,Meriwether,M,06-08,17656 Roosevelt Hwy,Greenville,GA,30222-3380,17656 Roosevelt Hwy,Greenville,30222-3380,Thaddeus,Jackson,,,706.672.4930,,FUZZY
2017-18,Tattnall County,REIDSVILLE MIDDLE SCHOOL,Leaders,Not Applicable,2.0,0.0,0,7460206,2019,746,Walker County,206,ROSSVILLE MIDDLE SCHOOL,Walker,M,06-08,316 Bull Dog Trl,Rossville,GA,30741-6336,316 Bulldog Trail,Rossville,30741,Jason,Pelham,,jasonpelham@walkerschools.org,706.820.0638,706.866.1811,FUZZY
2017-18,Tattnall County,REIDSVILLE MIDDLE SCHOOL,Teachers,Total,26.8,10.5,39,7460206,2019,746,Walker County,206,ROSSVILLE MIDDLE SCHOOL,Walker,M,06-08,316 Bull Dog Trl,Rossville,GA,30741-6336,316 Bulldog Trail,Rossville,30741,Jason,Pelham,,jasonpelham@walkerschools.org,706.820.0638,706.866.1811,FUZZY
2017-18,Tift County,ANNIE BELLE CLARK PRIMARY SCHOOL,Leaders,High Poverty,3.4,0.0,0,7370104,2019,737,Tift County,104,ANNIE BELLE CLARK ELEMENTARY SCHOOL,Tift,E,KK-05,1464 Carpenter Rd S,Tifton,GA,31793-7946,1464 Carpenter Rd S,Tifton,31793-7946,Stephanie,Morrow,,smorrow@tiftschools.com,229.387.2410,229.386.6519,FUZZY
2017-18,Tift County,ANNIE BELLE CLARK PRIMARY SCHOOL,Teachers,High Poverty,59.7,15.0,25,7370104,2019,737,Tift County,104,ANNIE BELLE CLARK ELEMENTARY SCHOOL,Tift,E,KK-05,1464 Carpenter Rd S,Tifton,GA,31793-7946,1464 Carpenter Rd S,Tifton,31793-7946,Stephanie,Morrow,,smorrow@tiftschools.com,229.387.2410,229.386.6519,FUZZY
2017-18,Tift County,ANNIE BELLE CLARK PRIMARY SCHOOL,Teachers,Total,59.7,15.0,25,7370104,2019,737,Tift County,104,ANNIE BELLE CLARK ELEMENTARY SCHOOL,Tift,E,KK-05,1464 Carpenter Rd S,Tifton,GA,31793-7946,1464 Carpenter Rd S,Tifton,31793-7946,Stephanie,Morrow,,smorrow@tiftschools.com,229.387.2410,229.386.6519,FUZZY
2017-18,Tift County,G. O. BAILEY PRIMARY SCHOOL,Leaders,High Poverty,2.3,2.3,100,6370111,2019,637,Cook County,111,COOK HIGH SCHOOL,Cook,H,09-12,9900 Highway 37,Adel,GA,31620-6044,9900 Highway 37,Adel,31620-6044,Eric,McFee,,ericmcfee@cook.k12.ga.us,229.896.2213,,FUZZY
2017-18,Tift County,G. O. BAILEY PRIMARY SCHOOL,Teachers,High Poverty,53.5,32.0,60,6370111,2019,637,Cook County,111,COOK HIGH SCHOOL,Cook,H,09-12,9900 Highway 37,Adel,GA,31620-6044,9900 Highway 37,Adel,31620-6044,Eric,McFee,,ericmcfee@cook.k12.ga.us,229.896.2213,,FUZZY
2017-18,Tift County,G. O. BAILEY PRIMARY SCHOOL,Teachers,Total,53.5,32.0,60,6370111,2019,637,Cook County,111,COOK HIGH SCHOOL,Cook,H,09-12,9900 Highway 37,Adel,GA,31620-6044,9900 Highway 37,Adel,31620-6044,Eric,McFee,,ericmcfee@cook.k12.ga.us,229.896.2213,,FUZZY
2017-18,Tift County,J. T. REDDICK SCHOOL,Leaders,High Poverty,2.3,1.1,47,6033050,2019,603,Bacon County,3050,BACON COUNTY ELEMENTARY SCHOOL,Bacon,E,03-05,523 E 16th St,Alma,GA,31510-3013,523 E 16th St,Alma,31510-3013,Darrell,Ellis,,,912.632.4133,912.632.5414,FUZZY
2017-18,Tift County,J. T. REDDICK SCHOOL,Teachers,High Poverty,57.8,34.5,60,6033050,2019,603,Bacon County,3050,BACON COUNTY ELEMENTARY SCHOOL,Bacon,E,03-05,523 E 16th St,Alma,GA,31510-3013,523 E 16th St,Alma,31510-3013,Darrell,Ellis,,,912.632.4133,912.632.5414,FUZZY
2017-18,Tift County,J. T. REDDICK SCHOOL,Teachers,Total,57.8,34.5,60,6033050,2019,603,Bacon County,3050,BACON COUNTY ELEMENTARY SCHOOL,Bacon,E,03-05,523 E 16th St,Alma,GA,31510-3013,523 E 16th St,Alma,31510-3013,Darrell,Ellis,,,912.632.4133,912.632.5414,FUZZY
2017-18,Tift County,"NORTHEAST CAMPUS, TIFT COUNTY HIGH SCHOOL",Leaders,High Poverty,3.4,2.2,65,7370199,2019,737,Tift County,199,TIFT COUNTY HIGH SCHOOL,Tift,H,09-12,1 Blue Devil Way ,Tifton,GA,31794-1702,1 Blue Devil Way ,Tifton,31794-1702,Kim,Seigler,,,229.387.2475,229.391.3790,FUZZY
2017-18,Tift County,"NORTHEAST CAMPUS, TIFT COUNTY HIGH SCHOOL",Teachers,High Poverty,46.5,24.3,52,7370199,2019,737,Tift County,199,TIFT COUNTY HIGH SCHOOL,Tift,H,09-12,1 Blue Devil Way ,Tifton,GA,31794-1702,1 Blue Devil Way ,Tifton,31794-1702,Kim,Seigler,,,229.387.2475,229.391.3790,FUZZY
2017-18,Tift County,"NORTHEAST CAMPUS, TIFT COUNTY HIGH SCHOOL",Teachers,Total,46.5,24.3,52,7370199,2019,737,Tift County,199,TIFT COUNTY HIGH SCHOOL,Tift,H,09-12,1 Blue Devil Way ,Tifton,GA,31794-1702,1 Blue Devil Way ,Tifton,31794-1702,Kim,Seigler,,,229.387.2475,229.391.3790,FUZZY
2017-18,Tift County,NORTHSIDE PRIMARY SCHOOL,Leaders,High Poverty,2.3,1.1,47,6370111,2019,637,Cook County,111,COOK HIGH SCHOOL,Cook,H,09-12,9900 Highway 37,Adel,GA,31620-6044,9900 Highway 37,Adel,31620-6044,Eric,McFee,,ericmcfee@cook.k12.ga.us,229.896.2213,,FUZZY
2017-18,Tift County,NORTHSIDE PRIMARY SCHOOL,Teachers,High Poverty,31.7,10.0,32,6370111,2019,637,Cook County,111,COOK HIGH SCHOOL,Cook,H,09-12,9900 Highway 37,Adel,GA,31620-6044,9900 Highway 37,Adel,31620-6044,Eric,McFee,,ericmcfee@cook.k12.ga.us,229.896.2213,,FUZZY
2017-18,Tift County,NORTHSIDE PRIMARY SCHOOL,Teachers,Total,31.7,10.0,32,6370111,2019,637,Cook County,111,COOK HIGH SCHOOL,Cook,H,09-12,9900 Highway 37,Adel,GA,31620-6044,9900 Highway 37,Adel,31620-6044,Eric,McFee,,ericmcfee@cook.k12.ga.us,229.896.2213,,FUZZY
2017-18,White County,WHITE COUNTY 9TH GRADE ACADEMY,Leaders,Not Applicable,1.4,0.0,0,6680106,2019,668,Habersham County,106,9TH GRADE ACADEMY,Habersham,H,09-09,171 Raider Cir ,Mount Airy,GA,30563-3065,171 Raider Circle ,Mount Airy,30563,Constance,Franklin,,cfranklin@habershamschools.com,706.778.0830,706.778.0848,FUZZY
2017-18,White County,WHITE COUNTY 9TH GRADE ACADEMY,Teachers,Total,52.8,43.0,81,6680106,2019,668,Habersham County,106,9TH GRADE ACADEMY,Habersham,H,09-09,171 Raider Cir ,Mount Airy,GA,30563-3065,171 Raider Circle ,Mount Airy,30563,Constance,Franklin,,cfranklin@habershamschools.com,706.778.0830,706.778.0848,FUZZY
2017-18,Appling County,ALTAMAHA ELEMENTARY SCHOOL,Leaders,Not Applicable,1.0,0.0,0,6011050,2019,601,Appling County,1050,ALTAMAHA ELEMENTARY SCHOOL,Appling,E,PK-05,344 Altamaha School Rd,Baxley,GA,31513-2670,344 Altamaha School Rd,Baxley,31513-2670,Rhonda,Hollis,,rhonda.hollis@appling.k12.ga.us,912.367.3713,912.367.2609,PERFECT
2017-18,Appling County,ALTAMAHA ELEMENTARY SCHOOL,Teachers,Total,29.2,5.0,17,6011050,2019,601,Appling County,1050,ALTAMAHA ELEMENTARY SCHOOL,Appling,E,PK-05,344 Altamaha School Rd,Baxley,GA,31513-2670,344 Altamaha School Rd,Baxley,31513-2670,Rhonda,Hollis,,rhonda.hollis@appling.k12.ga.us,912.367.3713,912.367.2609,PERFECT
2017-18,Appling County,APPLING COUNTY ELEMENTARY SCHOOL,Leaders,Not Applicable,2.0,0.0,0,6010177,2019,601,Appling County,177,APPLING COUNTY ELEMENTARY SCHOOL,Appling,E,03-05,680 Blackshear Hwy ,Baxley,GA,31513-6709,680 Blackshear Hwy ,Baxley,31513-6709,Debra,Crosby,,debra.crosby@appling.k12.ga.us,912.367.8640,912.367.8649,PERFECT
2017-18,Appling County,APPLING COUNTY ELEMENTARY SCHOOL,Teachers,Total,43.9,11.0,25,6010177,2019,601,Appling County,177,APPLING COUNTY ELEMENTARY SCHOOL,Appling,E,03-05,680 Blackshear Hwy ,Baxley,GA,31513-6709,680 Blackshear Hwy ,Baxley,31513-6709,Debra,Crosby,,debra.crosby@appling.k12.ga.us,912.367.8640,912.367.8649,PERFECT
2017-18,Appling County,APPLING COUNTY HIGH SCHOOL,Leaders,Not Applicable,2.0,0.0,0,6010103,2019,601,Appling County,103,APPLING COUNTY HIGH SCHOOL,Appling,H,09-12,482 Blackshear Hwy,Baxley,GA,31513-6708,482 Blackshear Hwy,Baxley,31513-6708,Gene,Starr,A.,gstarr@appling.k12.ga.us,912.367.8610,912.366.9877,PERFECT
2017-18,Appling County,APPLING COUNTY HIGH SCHOOL,Teachers,Total,70.9,26.3,37,6010103,2019,601,Appling County,103,APPLING COUNTY HIGH SCHOOL,Appling,H,09-12,482 Blackshear Hwy,Baxley,GA,31513-6708,482 Blackshear Hwy,Baxley,31513-6708,Gene,Starr,A.,gstarr@appling.k12.ga.us,912.367.8610,912.366.9877,PERFECT
2017-18,Appling County,APPLING COUNTY MIDDLE SCHOOL,Leaders,Not Applicable,2.0,1.0,50,6010195,2019,601,Appling County,195,APPLING COUNTY MIDDLE SCHOOL,Appling,M,06-08,2997 Blackshear Hwy,Baxley,GA,31513-4303,2997 Blackshear Hwy,Baxley,31513-4303,Cathy,Campbell,,Cathy.Campbell@appling.k12.ga.us,912.367.8630,912.367.8803,PERFECT
2017-18,Appling County,APPLING COUNTY MIDDLE SCHOOL,Teachers,Total,56.1,21.0,37,6010195,2019,601,Appling County,195,APPLING COUNTY MIDDLE SCHOOL,Appling,M,06-08,2997 Blackshear Hwy,Baxley,GA,31513-4303,2997 Blackshear Hwy,Baxley,31513-4303,Cathy,Campbell,,Cathy.Campbell@appling.k12.ga.us,912.367.8630,912.367.8803,PERFECT
2017-18,Appling County,APPLING COUNTY PRIMARY SCHOOL,Leaders,Not Applicable,2.0,1.0,50,6010277,2019,601,Appling County,277,APPLING COUNTY PRIMARY SCHOOL,Appling,E,PK-02,678 Blackshear Hwy ,Baxley,GA,31513-6709,678 Blackshear Hwy ,Baxley,31513-6709,Cindy,Stewart,,cindy.stewart@appling.k12.ga.us,912.367.8642,912.367.8141,PERFECT
2017-18,Appling County,APPLING COUNTY PRIMARY SCHOOL,Teachers,Total,57.0,21.0,37,6010277,2019,601,Appling County,277,APPLING COUNTY PRIMARY SCHOOL,Appling,E,PK-02,678 Blackshear Hwy ,Baxley,GA,31513-6709,678 Blackshear Hwy ,Baxley,31513-6709,Cindy,Stewart,,cindy.stewart@appling.k12.ga.us,912.367.8642,912.367.8141,PERFECT
2017-18,Appling County,FOURTH DISTRICT ELEMENTARY SCHOOL,Leaders,Not Applicable,1.0,1.0,100,6015050,2019,601,Appling County,5050,FOURTH DISTRICT ELEMENTARY SCHOOL,Appling,E,PK-05,13396 Blackshear Hwy,Surrency,GA,31563-3114,13396 Blackshear Hwy,Surrency,31563-3114,Scott,Kirkland,,,912.367.3250,912.367.0992,PERFECT
2017-18,Appling County,FOURTH DISTRICT ELEMENTARY SCHOOL,Teachers,Total,16.3,6.0,37,6015050,2019,601,Appling County,5050,FOURTH DISTRICT ELEMENTARY SCHOOL,Appling,E,PK-05,13396 Blackshear Hwy,Surrency,GA,31563-3114,13396 Blackshear Hwy,Surrency,31563-3114,Scott,Kirkland,,,912.367.3250,912.367.0992,PERFECT
2017-18,Atkinson County,ATKINSON COUNTY HIGH SCHOOL,Leaders,Not Applicable,2.1,1.0,48,6020103,2019,602,Atkinson County,103,ATKINSON COUNTY HIGH SCHOOL,Atkinson,H,09-12,145 Rebel Ln,Pearson,GA,31642-5535,145 Rebel Ln,Pearson,31642-5535,Shane,Miller,,smiller@atkinson.k12.ga.us,912.422.3267,912.422.7889,PERFECT
2017-18,Atkinson County,ATKINSON COUNTY HIGH SCHOOL,Teachers,Total,31.7,12.3,39,6020103,2019,602,Atkinson County,103,ATKINSON COUNTY HIGH SCHOOL,Atkinson,H,09-12,145 Rebel Ln,Pearson,GA,31642-5535,145 Rebel Ln,Pearson,31642-5535,Shane,Miller,,smiller@atkinson.k12.ga.us,912.422.3267,912.422.7889,PERFECT
2017-18,Atkinson County,ATKINSON COUNTY MIDDLE SCHOOL,Leaders,Not Applicable,2.2,0.0,0,6020111,2019,602,Atkinson County,111,ATKINSON COUNTY MIDDLE SCHOOL,Atkinson,M,06-08,145 Rebel Ln,Pearson,GA,31642-5535,145 Rebel Ln,Pearson,31642-5535,Anthony,Davis,,adavis@atkinson.k12.ga.us,912.422.3267,,PERFECT
2017-18,Atkinson County,ATKINSON COUNTY MIDDLE SCHOOL,Teachers,Total,26.0,11.9,46,6020111,2019,602,Atkinson County,111,ATKINSON COUNTY MIDDLE SCHOOL,Atkinson,M,06-08,145 Rebel Ln,Pearson,GA,31642-5535,145 Rebel Ln,Pearson,31642-5535,Anthony,Davis,,adavis@atkinson.k12.ga.us,912.422.3267,,PERFECT
2017-18,Atkinson County,PEARSON ELEMENTARY SCHOOL,Leaders,High Poverty,2.1,2.1,100,6020190,2019,602,Atkinson County,190,PEARSON ELEMENTARY SCHOOL,Atkinson,E,PK-05,563 King St N,Pearson,GA,31642-7444,563 King St N,Pearson,31642-7444,Jarred,Morris,,,912.422.3882,912.422.7024,PERFECT
2017-18,Atkinson County,PEARSON ELEMENTARY SCHOOL,Teachers,High Poverty,47.3,8.0,17,6020190,2019,602,Atkinson County,190,PEARSON ELEMENTARY SCHOOL,Atkinson,E,PK-05,563 King St N,Pearson,GA,31642-7444,563 King St N,Pearson,31642-7444,Jarred,Morris,,,912.422.3882,912.422.7024,PERFECT
2017-18,Atkinson County,PEARSON ELEMENTARY SCHOOL,Teachers,Total,47.3,8.0,17,6020190,2019,602,Atkinson County,190,PEARSON ELEMENTARY SCHOOL,Atkinson,E,PK-05,563 King St N,Pearson,GA,31642-7444,563 King St N,Pearson,31642-7444,Jarred,Morris,,,912.422.3882,912.422.7024,PERFECT
2017-18,Atkinson County,WILLACOOCHEE ELEMENTARY SCHOOL,Leaders,High Poverty,1.1,0.0,0,6020187,2019,602,Atkinson County,187,WILLACOOCHEE ELEMENTARY SCHOOL,Atkinson,E,PK-05,430 Vickers St S,Willacoochee,GA,31650-2313,430 South Vickers Street ,Willachochee,31650,Susan,Garrity,,sgarrity@atkinson.k12.ga.us,912.534.5302,912.534.5337,PERFECT
2017-18,Atkinson County,WILLACOOCHEE ELEMENTARY SCHOOL,Teachers,High Poverty,15.5,1.2,8,6020187,2019,602,Atkinson County,187,WILLACOOCHEE ELEMENTARY SCHOOL,Atkinson,E,PK-05,430 Vickers St S,Willacoochee,GA,31650-2313,430 South Vickers Street ,Willachochee,31650,Susan,Garrity,,sgarrity@atkinson.k12.ga.us,912.534.5302,912.534.5337,PERFECT
2017-18,Atkinson County,WILLACOOCHEE ELEMENTARY SCHOOL,Teachers,Total,15.5,1.2,8,6020187,2019,602,Atkinson County,187,WILLACOOCHEE ELEMENTARY SCHOOL,Atkinson,E,PK-05,430 Vickers St S,Willacoochee,GA,31650-2313,430 South Vickers Street ,Willachochee,31650,Susan,Garrity,,sgarrity@atkinson.k12.ga.us,912.534.5302,912.534.5337,PERFECT
2017-18,Atlanta Public Schools,APS-FORREST HILLS ACADEMY,Leaders,High Poverty,4.0,2.0,50,7610403,2019,761,Atlanta Public Schools,403,APS-FORREST HILLS ACADEMY,Fulton,M,06-12,2930 Forrest Hills Dr SW,Atlanta,GA,30315-9027,2930 Forrest Hills Dr SW,Atlanta,30315-9027,Zawadaski,Robinson,,zrobinson@atlanta.k12.ga.us,404.591.7275,404.792.5998,PERFECT
2017-18,Atlanta Public Schools,APS-FORREST HILLS ACADEMY,Teachers,High Poverty,49.2,36.2,74,7610403,2019,761,Atlanta Public Schools,403,APS-FORREST HILLS ACADEMY,Fulton,M,06-12,2930 Forrest Hills Dr SW,Atlanta,GA,30315-9027,2930 Forrest Hills Dr SW,Atlanta,30315-9027,Zawadaski,Robinson,,zrobinson@atlanta.k12.ga.us,404.591.7275,404.792.5998,PERFECT
2017-18,Atlanta Public Schools,APS-FORREST HILLS ACADEMY,Teachers,Total,49.2,36.2,74,7610403,2019,761,Atlanta Public Schools,403,APS-FORREST HILLS ACADEMY,Fulton,M,06-12,2930 Forrest Hills Dr SW,Atlanta,GA,30315-9027,2930 Forrest Hills Dr SW,Atlanta,30315-9027,Zawadaski,Robinson,,zrobinson@atlanta.k12.ga.us,404.591.7275,404.792.5998,PERFECT
2017-18,Atlanta Public Schools,ATLANTA CLASSICAL ACADEMY,Leaders,Low Poverty,3.0,2.0,67,7610415,2019,761,Atlanta Public Schools,415,ATLANTA CLASSICAL ACADEMY,Fulton,E,KK-12,3260 Northside Dr NW,Atlanta,GA,30305-1910,3260 Northside Dr NW,Atlanta,30305-1910,Stephen,Lambert,,slambert@atlantaclassical.org,404.369.3500,,PERFECT
2017-18,Atlanta Public Schools,ATLANTA CLASSICAL ACADEMY,Teachers,Low Poverty,52.0,37.0,71,7610415,2019,761,Atlanta Public Schools,415,ATLANTA CLASSICAL ACADEMY,Fulton,E,KK-12,3260 Northside Dr NW,Atlanta,GA,30305-1910,3260 Northside Dr NW,Atlanta,30305-1910,Stephen,Lambert,,slambert@atlantaclassical.org,404.369.3500,,PERFECT
2017-18,Atlanta Public Schools,ATLANTA CLASSICAL ACADEMY,Teachers,Total,52.0,37.0,71,7610415,2019,761,Atlanta Public Schools,415,ATLANTA CLASSICAL ACADEMY,Fulton,E,KK-12,3260 Northside Dr NW,Atlanta,GA,30305-1910,3260 Northside Dr NW,Atlanta,30305-1910,Stephen,Lambert,,slambert@atlantaclassical.org,404.369.3500,,PERFECT
2017-18,Atlanta Public Schools,ATLANTA NEIGHBORHOOD CHARTER - ELEMENTARY,Leaders,Low Poverty,2.0,0.0,0,7610505,2019,761,Atlanta Public Schools,505,ATLANTA NEIGHBORHOOD CHARTER - ELEMENTARY,Fulton,E,KK-05,688 Grant St SE,Atlanta,GA,30315-1420,688 Grant St SE,Atlanta,30315-1420,Lara,Zelski,,lzelski@neighborhoodcharter.com,404.624.6226,404.624.9093,PERFECT
2017-18,Atlanta Public Schools,ATLANTA NEIGHBORHOOD CHARTER - ELEMENTARY,Teachers,Low Poverty,35.1,16.1,46,7610505,2019,761,Atlanta Public Schools,505,ATLANTA NEIGHBORHOOD CHARTER - ELEMENTARY,Fulton,E,KK-05,688 Grant St SE,Atlanta,GA,30315-1420,688 Grant St SE,Atlanta,30315-1420,Lara,Zelski,,lzelski@neighborhoodcharter.com,404.624.6226,404.624.9093,PERFECT
2017-18,Atlanta Public Schools,ATLANTA NEIGHBORHOOD CHARTER - ELEMENTARY,Teachers,Total,35.1,16.1,46,7610505,2019,761,Atlanta Public Schools,505,ATLANTA NEIGHBORHOOD CHARTER - ELEMENTARY,Fulton,E,KK-05,688 Grant St SE,Atlanta,GA,30315-1420,688 Grant St SE,Atlanta,30315-1420,Lara,Zelski,,lzelski@neighborhoodcharter.com,404.624.6226,404.624.9093,PERFECT
2017-18,Atlanta Public Schools,ATLANTA NEIGHBORHOOD CHARTER - MIDDLE,Leaders,Low Poverty,2.0,1.0,50,7610206,2019,761,Atlanta Public Schools,206,ATLANTA NEIGHBORHOOD CHARTER - MIDDLE,Fulton,M,06-08,820 Essie Ave SE,Atlanta,GA,30316-2425,820 Essie Ave SE,Atlanta,30316-2425,Cathey,Goodgame,,cgoodgame@atlncs.org,678.904.0051,404.624.9907,PERFECT
2017-18,Atlanta Public Schools,ATLANTA NEIGHBORHOOD CHARTER - MIDDLE,Teachers,Low Poverty,28.0,17.0,61,7610206,2019,761,Atlanta Public Schools,206,ATLANTA NEIGHBORHOOD CHARTER - MIDDLE,Fulton,M,06-08,820 Essie Ave SE,Atlanta,GA,30316-2425,820 Essie Ave SE,Atlanta,30316-2425,Cathey,Goodgame,,cgoodgame@atlncs.org,678.904.0051,404.624.9907,PERFECT
2017-18,Atlanta Public Schools,ATLANTA NEIGHBORHOOD CHARTER - MIDDLE,Teachers,Total,28.0,17.0,61,7610206,2019,761,Atlanta Public Schools,206,ATLANTA NEIGHBORHOOD CHARTER - MIDDLE,Fulton,M,06-08,820 Essie Ave SE,Atlanta,GA,30316-2425,820 Essie Ave SE,Atlanta,30316-2425,Cathey,Goodgame,,cgoodgame@atlncs.org,678.904.0051,404.624.9907,PERFECT
2017-18,Atlanta Public Schools,B.E.S.T ACADEMY,Leaders,High Poverty,4.0,1.0,25,7611411,2019,761,Atlanta Public Schools,1411,B.E.S.T ACADEMY,Fulton,H,06-12,1190 Northwest Dr NW,Atlanta,GA,30318-4515,1190 Northwest Dr NW,Atlanta,30318-4515,Tim,Jones,,,404.802.4900,,PERFECT
2017-18,Atlanta Public Schools,B.E.S.T ACADEMY,Teachers,High Poverty,58.5,32.5,56,7611411,2019,761,Atlanta Public Schools,1411,B.E.S.T ACADEMY,Fulton,H,06-12,1190 Northwest Dr NW,Atlanta,GA,30318-4515,1190 Northwest Dr NW,Atlanta,30318-4515,Tim,Jones,,,404.802.4900,,PERFECT
2017-18,Atlanta Public Schools,B.E.S.T ACADEMY,Teachers,Total,58.5,32.5,56,7611411,2019,761,Atlanta Public Schools,1411,B.E.S.T ACADEMY,Fulton,H,06-12,1190 Northwest Dr NW,Atlanta,GA,30318-4515,1190 Northwest Dr NW,Atlanta,30318-4515,Tim,Jones,,,404.802.4900,,PERFECT
2017-18,Atlanta Public Schools,BARACK AND MICHELLE OBAMA ACADEMY,Leaders,High Poverty,2.0,0.0,0,7615066,2019,761,Atlanta Public Schools,5066,BARACK AND MICHELLE OBAMA ACADEMY,Fulton,E,PK-05,970 Martin St SE,Atlanta,GA,30315-1933,970 Martin St SE,Atlanta,30315-1933,Robin,Christian ,,Robin.Christian@atlanta.k12.ga.us,404.802.4200,404.624.2166,PERFECT
2017-18,Atlanta Public Schools,BARACK AND MICHELLE OBAMA ACADEMY,Teachers,High Poverty,26.0,16.5,63,7615066,2019,761,Atlanta Public Schools,5066,BARACK AND MICHELLE OBAMA ACADEMY,Fulton,E,PK-05,970 Martin St SE,Atlanta,GA,30315-1933,970 Martin St SE,Atlanta,30315-1933,Robin,Christian ,,Robin.Christian@atlanta.k12.ga.us,404.802.4200,404.624.2166,PERFECT
